"","TCGA-14-1034-01A-01R-1849-01","TCGA-14-1034-01A-01R-A96T-41","TCGA-06-0140-01A-01R-A96R-41","TCGA-06-0171-01A-02R-A96R-41","TCGA-12-0819-01A-01R-A96T-41","TCGA-12-0619-01A-01R-1849-01","TCGA-12-0619-01A-01R-A96S-41","TCGA-06-0750-01A-01R-1849-01","TCGA-06-0750-01A-01R-A96S-41","TCGA-14-1455-01A-01R-A96T-41","TCGA-06-6695-01A-11R-A96S-41","TCGA-14-1451-01A-01R-A96T-41"
"ENSG00000138413",12.2659080092311,13.4054074222192,12.4815471902033,12.752589717641,12.6133290543711,12.5901191741072,12.9384769386664,12.8767087815551,13.1331422124006,13.5496643581416,12.9675865272961,12.763004829586
"ENSG00000141510",11.582612451267,12.3012103712984,11.9693865213423,11.1510165388922,11.8029201985853,12.0914353863236,11.7047682393626,11.9872640120725,11.5612879451648,11.3739526553702,11.9879745242962,11.5176693881338
"ENSG00000146648",13.3358090328224,15.4046093978377,15.0033861450976,12.8936807383909,20.8785254526934,17.5371122090329,18.5133382217449,15.7587957644032,17.8166524511484,12.2036538855296,14.4832489648432,13.7776662808808
"ENSG00000170430",6.97727992349992,8.36194377373524,10.1885888457073,10.1189410727235,9.57175264350355,7.25738784269265,7.68650052718322,9.95128471496697,9.66355810421727,8.56605403817109,8.11894107272351,9.52943055414615
